customer_id,age,location,subscription_type,payment_plan,num_subscription_pauses,payment_method,customer_service_inquiries,signup_date,weekly_hours,average_session_length,song_skip_rate,weekly_songs_played,weekly_unique_songs,num_favorite_artists,num_platform_friends,num_playlists_created,num_shared_playlists,notifications_clicked,churned,tenure_days,tenure_months,songs_per_hour,high_skip_user,age_group,weekly_hours_bin,skip_rate_bin,state_code,region
248076,70,Utah,Free,Monthly,3,Credit Card,Medium,-601,7.512192754,43.00042115,0.608352094,32,253,29,132,24,6,44,,601,20.03333333333333,4.259741602471666,0,65-79,5-10,0.6-0.8,UT,West
253332,70,West Virginia,Student,Yearly,2,Apple Pay,Low,-256,7.804903569,17.2351829,0.816002629,314,57,18,84,72,32,0,,256,8.533333333333333,40.23111845316893,1,65-79,5-10,0.8-1.0,WV,South
262550,19,Virginia,Free,Yearly,1,Credit Card,Medium,-586,25.21419418,85.01517043,0.723091934,388,221,15,10,98,28,3,,586,19.53333333333333,15.38815784593914,1,18-24,20-30,0.6-0.8,VA,South
209724,58,Virginia,Free,Monthly,4,Debit Card,High,-1823,27.85427484,42.11049459,0.089289348,84,19,10,92,10,6,3,,1823,60.766666666666666,3.0156950946492493,0,50-64,20-30,0-0.2,VA,South
238074,24,Vermont,Premium,Yearly,3,Credit Card,High,-1833,33.36659066,94.85623413,0.553911216,37,239,19,129,91,41,42,,1833,61.1,1.1088936348644018,0,18-24,30-40,0.4-0.6,VT,Northeast
220438,18,North Dakota,Free,Monthly,0,Paypal,Medium,-404,44.38588395,87.63057655,0.447505782,39,96,49,127,79,14,19,,404,13.466666666666669,0.8786577291990599,0,18-24,40-50,0.4-0.6,ND,Midwest
268373,19,Idaho,Family,Yearly,4,Credit Card,Low,-2779,7.501043347,96.53976065,0.400166503,498,35,33,174,54,17,18,,2779,92.63333333333334,66.39076418604783,0,18-24,5-10,0.4-0.6,ID,West
245720,78,California,Premium,Yearly,3,Paypal,Medium,-2105,42.38976666,62.83120142,0.584349205,465,218,30,32,3,49,31,,2105,70.16666666666667,10.96962867782863,0,65-79,40-50,0.4-0.6,CA,West
219759,22,Virginia,Student,Monthly,4,Apple Pay,High,-1833,46.05917977,70.91965699,0.072450617,261,168,13,192,43,35,12,,1833,61.1,5.666622838342395,0,18-24,40-50,0-0.2,VA,South
226995,67,North Dakota,Free,Yearly,3,Paypal,Low,-851,22.32529988,13.23199614,0.028413151,69,108,29,28,31,45,23,,851,28.366666666666667,3.090663971856131,0,65-79,20-30,0-0.2,ND,Midwest
238781,22,Maine,Free,Yearly,2,Credit Card,Medium,-1972,30.04327711,22.25129959,0.71531172,276,32,3,159,39,48,10,,1972,65.73333333333333,9.186747470639032,1,18-24,30-40,0.6-0.8,ME,Northeast
224103,33,New Jersey,Premium,Monthly,3,Credit Card,High,-819,21.18384468,107.2538523,0.707459567,338,236,30,192,3,40,45,,819,27.3,15.955555051775429,1,25-34,20-30,0.6-0.8,NJ,Northeast
274673,37,Georgia,Premium,Monthly,3,Credit Card,Medium,-904,18.29839183,81.86237258,0.388925315,107,86,11,4,98,43,3,,904,30.133333333333333,5.847508403693419,0,35-49,10-20,0.2-0.4,GA,South
266278,20,New York,Premium,Yearly,2,Apple Pay,Medium,-2019,21.38502246,17.76456781,0.614199282,477,34,4,93,62,26,8,,2019,67.3,22.30533079365305,0,18-24,20-30,0.6-0.8,NY,Northeast
267815,35,North Carolina,Premium,Yearly,3,Debit Card,High,-1698,6.87241931,21.36120522,0.180333418,195,279,39,35,69,43,36,,1698,56.6,28.37428730756535,0,25-34,5-10,0-0.2,NC,South
230452,70,New Jersey,Family,Yearly,2,Credit Card,High,-2522,9.509305776,84.5504015,0.550069438,429,7,47,135,25,31,37,,2522,84.06666666666666,45.11370336652008,0,65-79,5-10,0.4-0.6,NJ,Northeast
209405,73,Wisconsin,Premium,Yearly,0,Credit Card,Medium,-214,35.18333234,106.2291351,0.377153225,178,81,4,53,64,46,27,,214,7.133333333333334,5.059213785660417,0,65-79,30-40,0.2-0.4,WI,Midwest
210474,20,Nebraska,Family,Yearly,4,Credit Card,Low,-1633,42.72425241,52.495375,0.573491114,436,298,48,12,57,35,49,,1633,54.43333333333333,10.20497669136395,0,18-24,40-50,0.4-0.6,NE,Midwest
203882,58,Alabama,Family,Yearly,1,Paypal,Medium,-321,46.25087714,19.57786788,0.724853387,209,133,9,49,56,25,1,,321,10.7,4.518833218392018,1,50-64,40-50,0.6-0.8,AL,South
203799,78,Georgia,Premium,Monthly,3,Credit Card,High,-2656,41.06184283,106.5707831,0.828388765,153,234,2,51,79,35,47,,2656,88.53333333333333,3.726087030078869,1,65-79,40-50,0.8-1.0,GA,South
272772,26,Utah,Premium,Yearly,1,Debit Card,Medium,-2119,8.298508416,44.62511918,0.925675881,233,129,23,57,9,14,11,,2119,70.63333333333334,28.077334904036807,1,25-34,5-10,0.8-1.0,UT,West
252348,20,Maine,Family,Yearly,0,Credit Card,High,-492,5.401104119,37.86666117,0.484856363,271,104,11,117,95,32,31,,492,16.4,50.17492609458803,0,18-24,5-10,0.4-0.6,ME,Northeast
215681,37,Idaho,Free,Yearly,0,Debit Card,Low,-22,34.37625652,45.12975595,0.467466687,477,167,0,87,13,49,43,,22,0.7333333333333333,13.875856427894728,0,35-49,30-40,0.4-0.6,ID,West
222204,51,Vermont,Free,Yearly,1,Paypal,High,-1359,34.015723,74.38905675,0.06354577,350,292,45,193,67,16,18,,1359,45.3,10.289359423581852,0,50-64,30-40,0-0.2,VT,Northeast
271809,50,Georgia,Family,Monthly,1,Paypal,Low,-1039,39.13783602,13.54605857,0.532711597,400,212,24,170,95,21,39,,1039,34.63333333333333,10.220289128800944,0,35-49,30-40,0.4-0.6,GA,South
264263,64,Nebraska,Premium,Yearly,2,Debit Card,Medium,-127,37.63089404,97.33852859,0.379125264,496,18,45,61,14,4,33,,127,4.233333333333333,13.180659472846264,0,50-64,30-40,0.2-0.4,NE,Midwest
234167,78,New York,Family,Yearly,1,Credit Card,High,-440,38.2956576,28.92060209,0.772927859,22,96,8,25,7,1,14,,440,14.666666666666666,0.5744776661048902,1,65-79,30-40,0.6-0.8,NY,Northeast
258647,45,Virginia,Family,Yearly,1,Paypal,Low,-2500,7.600824643,59.07993175,0.640000997,83,147,6,146,96,12,23,,2500,83.33333333333333,10.919867764143076,0,35-49,5-10,0.6-0.8,VA,South
205918,21,California,Premium,Monthly,1,Debit Card,Low,-1726,34.6563882,58.33904564,0.267530456,251,95,10,109,64,8,35,,1726,57.53333333333333,7.242531984334132,0,18-24,30-40,0.2-0.4,CA,West
229360,38,Utah,Family,Yearly,0,Debit Card,Medium,-450,48.82378495,32.72888356,0.125672561,150,253,36,137,22,29,2,,450,15.0,3.072273076608331,0,35-49,40-50,0-0.2,UT,West
208923,64,Virginia,Student,Yearly,2,Debit Card,High,-954,18.50330151,44.76254826,0.31930005,107,234,34,3,4,45,20,,954,31.8,5.782751793898645,0,50-64,10-20,0.2-0.4,VA,South
216814,77,North Carolina,Premium,Monthly,3,Debit Card,High,-2062,12.54574214,109.9147085,0.456937728,181,31,19,120,56,37,45,,2062,68.73333333333333,14.427205499697925,0,65-79,10-20,0.4-0.6,NC,South
251446,48,Washington,Student,Monthly,2,Paypal,High,-2913,27.82594111,93.82537206,0.889228905,45,236,24,75,11,12,6,,2913,97.1,1.6171959763052917,1,35-49,20-30,0.8-1.0,WA,West
233711,53,Florida,Free,Monthly,4,Apple Pay,Medium,-129,40.0567148,63.57491325,0.986882434,71,71,37,135,39,33,6,,129,4.3,1.7724868440783863,1,50-64,40-50,0.8-1.0,FL,South
217808,31,Washington,Family,Monthly,1,Debit Card,Medium,-351,23.7071978,23.08158849,0.288152661,148,76,27,50,67,27,30,,351,11.7,6.242829762022739,0,25-34,20-30,0.2-0.4,WA,West
250156,78,Wisconsin,Premium,Yearly,4,Debit Card,High,-38,15.11884117,78.9330158,0.195768178,330,197,23,14,56,12,23,,38,1.2666666666666666,21.827069699945792,0,65-79,10-20,0-0.2,WI,Midwest
252789,65,New York,Student,Monthly,1,Debit Card,Low,-1332,17.69015298,116.6867246,0.413185462,486,263,33,151,97,29,38,,1332,44.4,27.472911090676163,0,50-64,10-20,0.4-0.6,NY,Northeast
200549,50,New Jersey,Premium,Yearly,1,Apple Pay,Medium,-2198,3.024096818,92.62482047,0.305935418,14,34,41,123,80,29,8,,2198,73.26666666666667,4.629481409678862,0,35-49,0-5,0.2-0.4,NJ,Northeast
214848,18,Wisconsin,Family,Yearly,2,Paypal,High,-1914,15.56474796,82.56292097,0.562801299,261,273,37,160,11,24,9,,1914,63.8,16.768662150569124,0,18-24,10-20,0.4-0.6,WI,Midwest
255576,25,New Jersey,Family,Yearly,3,Credit Card,High,-2227,0.722078295,63.26088525,0.457591739,250,52,22,83,94,6,8,,2227,74.23333333333333,346.2228427735804,0,18-24,0-5,0.4-0.6,NJ,Northeast
268058,69,Virginia,Family,Monthly,1,Credit Card,Medium,-2878,19.54458997,69.74200338,0.166509603,78,211,14,114,62,0,21,,2878,95.93333333333334,3.9908742071195262,0,65-79,10-20,0-0.2,VA,South
226332,65,New Jersey,Free,Monthly,0,Apple Pay,Medium,-576,37.15523565,41.57646665,0.483659499,199,275,27,102,31,34,33,,576,19.2,5.355907357836929,0,50-64,30-40,0.4-0.6,NJ,Northeast
214121,20,South Carolina,Free,Monthly,1,Apple Pay,Low,-1237,33.60518271,54.27559265,0.681171267,51,112,38,70,70,25,34,,1237,41.23333333333333,1.517623053566192,0,18-24,30-40,0.6-0.8,SC,South
234412,78,Alabama,Family,Yearly,1,Debit Card,Low,-320,49.14542102,31.2401133,0.167316997,306,273,27,142,56,37,32,,320,10.666666666666666,6.226419341803412,0,65-79,40-50,0-0.2,AL,South
265515,30,Maine,Premium,Monthly,1,Credit Card,High,-2264,37.64388346,39.63364423,0.546063265,105,5,38,31,59,32,38,,2264,75.46666666666667,2.789297764976133,0,25-34,30-40,0.4-0.6,ME,Northeast
244154,40,Virginia,Premium,Yearly,4,Debit Card,Medium,-1022,23.6218253,79.25908737,0.47194318,165,152,20,176,77,29,13,,1022,34.06666666666667,6.98506562911546,0,35-49,20-30,0.4-0.6,VA,South
207454,34,Montana,Premium,Yearly,0,Debit Card,High,-622,4.046824687,102.9319194,0.404666044,459,166,38,76,62,9,16,,622,20.73333333333333,113.42225954944116,0,25-34,0-5,0.4-0.6,MT,West
223069,73,Nebraska,Free,Yearly,2,Credit Card,Low,-1642,3.651287701,79.55224485,0.119455925,171,96,5,161,35,48,3,,1642,54.73333333333333,46.83279270301466,0,65-79,0-5,0-0.2,NE,Midwest
245346,42,Florida,Family,Yearly,4,Paypal,Medium,-793,7.963051606,115.3964249,0.23532156,205,13,24,100,62,46,45,,793,26.433333333333334,25.74389946757806,0,35-49,5-10,0.2-0.4,FL,South
258549,72,Maine,Premium,Monthly,4,Apple Pay,Low,-1290,16.8601833,40.10269089,0.039023553,96,101,27,163,64,5,42,,1290,43.0,5.693888274631036,0,65-79,10-20,0-0.2,ME,Northeast
241174,68,Washington,Student,Monthly,2,Paypal,High,-876,2.431309366,109.336532,0.325789253,403,172,30,72,50,46,1,,876,29.2,165.7543073850027,0,65-79,0-5,0.2-0.4,WA,West
228665,29,South Carolina,Premium,Yearly,0,Credit Card,High,-1585,45.72930149,81.20815832,0.523760805,487,298,26,133,41,10,32,,1585,52.833333333333336,10.649626916048485,0,25-34,40-50,0.4-0.6,SC,South
270521,60,West Virginia,Free,Yearly,0,Debit Card,Medium,-1835,30.96034535,4.148881034,0.839953435,72,233,25,18,71,37,26,,1835,61.16666666666666,2.3255554544387533,1,50-64,30-40,0.8-1.0,WV,South
234258,41,Florida,Premium,Monthly,1,Credit Card,Medium,-1242,17.57236621,32.91058091,0.583493212,239,158,2,111,12,28,24,,1242,41.4,13.600900251213238,0,35-49,10-20,0.4-0.6,FL,South
213267,74,New York,Free,Monthly,2,Paypal,Medium,-2772,3.588890728,4.0047186,0.765630834,255,293,23,143,0,4,18,,2772,92.4,71.05259516834194,1,65-79,0-5,0.6-0.8,NY,Northeast
208708,21,Georgia,Family,Monthly,2,Paypal,Low,-2412,5.964770783,19.71025869,0.243341146,390,137,48,146,46,27,8,,2412,80.4,65.38390395680021,0,18-24,5-10,0.2-0.4,GA,South
208194,74,Nebraska,Free,Monthly,0,Paypal,Low,-563,21.43216661,76.69114596,0.713898015,91,112,24,19,70,17,3,,563,18.766666666666666,4.24595430111767,1,65-79,20-30,0.6-0.8,NE,Midwest
219619,62,Georgia,Premium,Monthly,2,Paypal,Low,-2813,12.27449283,32.28064507,0.398300789,278,211,19,12,32,11,24,,2813,93.76666666666668,22.64859362014064,0,50-64,10-20,0.2-0.4,GA,South
244866,39,Georgia,Premium,Yearly,0,Apple Pay,Low,-170,10.7000378,26.38351108,0.745717403,328,271,37,121,74,41,44,,170,5.666666666666667,30.654097315431912,1,35-49,10-20,0.6-0.8,GA,South
234339,27,West Virginia,Premium,Monthly,0,Debit Card,Low,-377,32.82743995,30.99479468,0.689397016,8,225,42,92,92,46,3,,377,12.566666666666666,0.2436985647429385,0,25-34,30-40,0.6-0.8,WV,South
261371,63,Florida,Family,Yearly,3,Debit Card,Medium,-973,10.25895415,101.4478478,0.148511668,414,283,41,67,86,21,36,,973,32.43333333333333,40.35499076677324,0,50-64,10-20,0-0.2,FL,South
254609,60,Maine,Student,Yearly,1,Apple Pay,High,-2232,44.67032713,21.51226649,0.284251811,456,227,15,73,22,5,16,,2232,74.4,10.208118661700071,0,50-64,40-50,0.2-0.4,ME,Northeast
214981,68,Georgia,Free,Monthly,4,Apple Pay,High,-1890,42.28145143,10.20302508,0.512330248,69,268,36,0,26,49,46,,1890,63.0,1.631921272008235,0,65-79,40-50,0.4-0.6,GA,South
253586,56,North Carolina,Premium,Yearly,1,Paypal,Low,-2607,10.75807507,8.533078392,0.264851782,220,64,25,115,96,46,33,,2607,86.9,20.449755050835503,0,50-64,10-20,0.2-0.4,NC,South
272965,77,Wisconsin,Free,Monthly,3,Paypal,Medium,-1012,48.33861058,16.36026484,0.168358241,390,155,46,114,79,1,44,,1012,33.733333333333334,8.068084608153004,0,65-79,40-50,0-0.2,WI,Midwest
234805,69,North Carolina,Student,Yearly,3,Apple Pay,Medium,-1310,45.61532916,8.785750337,0.093009144,74,94,1,196,94,9,39,,1310,43.66666666666666,1.6222616686692786,0,65-79,40-50,0-0.2,NC,South
222549,28,Maine,Family,Yearly,3,Paypal,High,-2226,6.871870944,116.1362373,0.041078459,408,9,11,22,49,48,35,,2226,74.2,59.372477062630935,0,25-34,5-10,0-0.2,ME,Northeast
221860,50,Georgia,Premium,Yearly,1,Credit Card,Medium,-1405,23.83694713,60.17388593,0.066346272,438,176,13,91,59,15,44,,1405,46.833333333333336,18.37483624103671,0,35-49,20-30,0-0.2,GA,South
240445,60,Idaho,Free,Yearly,2,Apple Pay,High,-2034,20.61690184,102.4043911,0.098596774,71,277,42,16,80,12,7,,2034,67.8,3.443776400111143,0,50-64,20-30,0-0.2,ID,West
